INDX,BDSname,Width,Height,RecDate,ArrayType,SensorType,SensorID,rotation,angle,min_dist,max_dist,controller,exp_name,exp_cat1,exp_cat2,exp_cat3,exp_cat4,exp_cat5,Remarks,bdslength
17,sequence_1.BDS,60,40,2023.08.01,14,HTPA60x40dL1.9/0.8TUHiC[Ch],654,0,0,500,4500,arehmer,aprosys_persdet,person1,standing,(null),(null),(null),(null),8644197
